Ticket ID,Customer ID,Product Purchased,Industry,Region,Company Size,Plan Type,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,Customer Satisfaction Rating,At Risk,Total Active Days,Total Sessions,Total Product Actions,Average Collaborators,Average Integrations Used,Session Trend per Month,Session Change Percent,Risk Score,Risk Band,Value Score,Priority Score,Recommended Action
3633,CUST02584,Bitbucket,Healthcare,North America,51-200,Enterprise,Cancellation request,Software bug,Open,High,Chat,,1,78,140,738,13.8,5.8,0.6999999999999978,0.0625,0.5588158530561237,Medium,4,0.6911710971392866,Monitor and send targeted guidance
1979,CUST05379,Trello,Healthcare,Asia-Pacific,11-50,Enterprise,Product inquiry,Network problem,Closed,Low,Email,4.0,0,45,82,476,12.6,6.4,-0.09999999999999899,0.2,0.5585489031224061,Medium,4,0.6909842321856843,Monitor and send targeted guidance
404,CUST04282,Bitbucket,Professional Services,Australia & New Zealand,11-50,Enterprise,Billing inquiry,Installation support,Closed,Low,Phone,1.0,0,76,140,754,11.2,6.6,0.2999999999999952,0.037037037037037035,0.5580192090328946,Medium,4,0.6906134463230262,Monitor and send targeted guidance
5784,CUST06943,Bitbucket,Other,Europe,51-200,Enterprise,Refund request,Loading issue,Open,Low,Email,,1,90,191,994,11.4,5.6,-2.300000000000006,-0.24444444444444444,0.5578262206468029,Medium,4,0.690478354452762,Monitor and send targeted guidance
5932,CUST07251,Bitbucket,Education,Australia & New Zealand,1000+,Enterprise,Billing inquiry,Display issue,Pending Customer Response,Medium,Chat,,0,105,228,1123,12.6,5.6,0.09999999999999835,0.023255813953488372,0.5572774904521208,Medium,4,0.6900942433164845,Monitor and send targeted guidance
4058,CUST04574,Bitbucket,Government & Public Sector,Europe,1000+,Enterprise,Refund request,Integration,Pending Customer Response,High,Social media,,1,52,102,726,11.2,5.8,-3.0000000000000013,-0.4,0.5570876996853876,Medium,4,0.6899613897797713,Monitor and send targeted guidance
420,CUST00377,Trello,Government & Public Sector,Asia-Pacific,51-200,Enterprise,Product inquiry,Network problem,Open,Critical,Email,,0,61,120,672,12.0,6.4,-0.6000000000000025,-0.08333333333333333,0.5567397474716327,Medium,4,0.6897178232301429,Monitor and send targeted guidance
2518,CUST04280,Trello,Media & Communications,Australia & New Zealand,51-200,Enterprise,Cancellation request,Product setup,Closed,Medium,Social media,3.0,1,66,120,806,11.4,5.8,-1.3000000000000036,-0.26666666666666666,0.5566823426043976,Medium,4,0.6896776398230784,Monitor and send targeted guidance
3152,CUST04875,Trello,Technology,Australia & New Zealand,11-50,Enterprise,Refund request,Software bug,Closed,High,Social media,5.0,1,99,170,1093,12.6,6.4,0.6999999999999968,0.17857142857142858,0.5563421476067398,Medium,4,0.6894395033247178,Monitor and send targeted guidance
6651,CUST05489,Loom,Healthcare,Australia & New Zealand,51-200,Enterprise,Technical issue,Software bug,Closed,High,Phone,4.0,0,80,161,979,13.2,6.8,-2.000000000000003,-0.19444444444444445,0.5561274556976673,Medium,4,0.689289218988367,Monitor and send targeted guidance
8420,CUST00330,Bitbucket,Manufacturing,Australia & New Zealand,1000+,Enterprise,Product inquiry,Refund request,Closed,Medium,Chat,3.0,0,104,213,979,13.0,6.6,-0.40000000000000213,0.024390243902439025,0.5556326420541818,Medium,4,0.6889428494379273,Monitor and send targeted guidance
536,CUST00550,Trello,Manufacturing,Australia & New Zealand,501-1000,Enterprise,Refund request,Account access,Open,Medium,Chat,,1,124,226,1060,13.4,5.6,-0.4000000000000044,-0.023255813953488372,0.5552829757317873,Medium,4,0.6886980830122511,Monitor and send targeted guidance
4629,CUST03884,Bitbucket,Manufacturing,Asia-Pacific,201-500,Enterprise,Billing inquiry,Device compatibility issue,Pending Customer Response,High,Chat,,0,53,107,654,11.4,7.2,-1.5000000000000018,-0.2,0.5551242596012406,Medium,4,0.6885869817208683,Monitor and send targeted guidance
7149,CUST03566,Bitbucket,Professional Services,Europe,11-50,Enterprise,Billing inquiry,Refund request,Closed,Low,Email,1.0,0,38,76,465,11.0,7.0,-0.2000000000000016,0.15384615384615385,0.5550088905344178,Medium,4,0.6885062233740924,Monitor and send targeted guidance
3281,CUST00422,Bitbucket,Education,Europe,501-1000,Enterprise,Refund request,Product recommendation,Closed,Critical,Social media,3.0,1,150,285,1445,12.2,6.2,-0.5999999999999984,-0.14285714285714285,0.5549039442401555,Medium,4,0.6884327609681089,Monitor and send targeted guidance
6474,CUST01832,Bitbucket,Healthcare,Europe,1000+,Enterprise,Refund request,Product setup,Pending Customer Response,High,Social media,,1,53,108,622,10.6,5.8,2.1999999999999975,0.38095238095238093,0.5548340928941115,Medium,4,0.688383865025878,Monitor and send targeted guidance
7842,CUST03763,Trello,Government & Public Sector,Australia & New Zealand,1000+,Enterprise,Technical issue,Installation support,Closed,Medium,Email,4.0,0,69,139,844,15.4,6.4,0.49999999999999667,0.125,0.554396988566314,Medium,4,0.6880778919964198,Monitor and send targeted guidance
5995,CUST08017,Trello,Healthcare,Asia-Pacific,201-500,Enterprise,Cancellation request,Installation support,Pending Customer Response,Medium,Email,,1,61,109,525,12.6,6.4,-1.1000000000000025,-0.23076923076923078,0.5541156511724639,Medium,4,0.6878809558207246,Monitor and send targeted guidance
593,CUST04275,Loom,Professional Services,Australia & New Zealand,201-500,Enterprise,Technical issue,Payment issue,Open,Critical,Email,,0,79,156,842,11.2,6.4,-1.4000000000000041,-0.09375,0.5540580934159443,Medium,4,0.687840665391161,Monitor and send targeted guidance
1041,CUST03667,Bitbucket,Retail,Asia-Pacific,11-50,Enterprise,Refund request,Email delivery problem,Closed,Medium,Chat,1.0,1,73,141,884,12.2,6.4,-2.0000000000000018,-0.2903225806451613,0.5533494694720477,Medium,4,0.6873446286304333,Monitor and send targeted guidance
8133,CUST00841,Bitbucket,Retail,Australia & New Zealand,51-200,Enterprise,Refund request,Network problem,Pending Customer Response,Low,Email,,1,45,97,650,10.8,6.8,-2.0000000000000018,-0.3181818181818182,0.5533488846092832,Medium,4,0.6873442192264982,Monitor and send targeted guidance
1990,CUST07887,Trello,Other,North America,201-500,Enterprise,Billing inquiry,Device compatibility issue,Pending Customer Response,High,Phone,,0,48,90,642,11.2,6.6,0.09999999999999892,-0.11764705882352941,0.5532490324005597,Medium,4,0.6872743226803917,Monitor and send targeted guidance
6993,CUST05723,Loom,Healthcare,Australia & New Zealand,51-200,Enterprise,Billing inquiry,Device compatibility issue,Closed,High,Chat,5.0,0,28,54,275,9.0,6.8,-0.40000000000000135,-0.2,0.5530100659498264,Medium,4,0.6871070461648785,Monitor and send targeted guidance
3054,CUST04433,Trello,Other,Australia & New Zealand,201-500,Enterprise,Refund request,Integration,Pending Customer Response,Critical,Phone,,1,37,69,394,10.2,6.0,-1.0000000000000027,-0.0625,0.5529293857487667,Medium,4,0.6870505700241367,Monitor and send targeted guidance
1346,CUST07258,Bitbucket,Media & Communications,Australia & New Zealand,1000+,Enterprise,Product inquiry,Network problem,Pending Customer Response,High,Phone,,0,109,190,1081,14.6,6.6,1.7999999999999985,0.19444444444444445,0.5524726032604242,Medium,4,0.686730822282297,Monitor and send targeted guidance
4672,CUST07611,Trello,Retail,Europe,51-200,Enterprise,Refund request,Email delivery problem,Open,Critical,Social media,,1,61,115,579,11.2,7.2,-0.4000000000000017,-0.13636363636363635,0.5524536520383171,Medium,4,0.686717556426822,Monitor and send targeted guidance
1657,CUST04352,Bitbucket,Education,Europe,201-500,Enterprise,Refund request,Payment issue,Open,Low,Chat,,1,33,67,499,8.0,6.0,-1.200000000000001,-0.375,0.5519122788104146,Medium,4,0.6863385951672902,Monitor and send targeted guidance
5600,CUST01762,Confluence,Government & Public Sector,Asia-Pacific,51-200,Enterprise,Product inquiry,Product compatibility,Pending Customer Response,Medium,Email,,0,58,113,716,11.2,6.4,-0.600000000000001,-0.23076923076923078,0.5517064669178708,Medium,4,0.6861945268425096,Monitor and send targeted guidance
5204,CUST02282,Trello,Professional Services,Asia-Pacific,1000+,Enterprise,Refund request,Account access,Closed,Medium,Social media,5.0,1,53,112,588,10.0,6.8,1.0999999999999974,0.05,0.5516861241256888,Medium,4,0.6861802868879822,Monitor and send targeted guidance
3856,CUST00581,Bitbucket,Healthcare,Europe,11-50,Enterprise,Refund request,Device compatibility issue,Open,Critical,Chat,,1,59,111,572,12.0,6.0,0.19999999999999873,0.0,0.5515818631949736,Medium,4,0.6861073042364815,Monitor and send targeted guidance
3746,CUST01927,Bitbucket,Retail,Asia-Pacific,1000+,Enterprise,Billing inquiry,Payment issue,Pending Customer Response,Critical,Social media,,0,25,48,342,9.8,6.0,0.9999999999999993,0.6666666666666666,0.5514364457884372,Medium,4,0.686005512051906,Monitor and send targeted guidance
6527,CUST00840,Loom,Retail,Europe,11-50,Enterprise,Product inquiry,Device compatibility issue,Pending Customer Response,Critical,Email,,0,88,164,892,14.0,6.0,1.1999999999999977,0.030303030303030304,0.5512984595301239,Medium,4,0.6859089216710867,Monitor and send targeted guidance
6627,CUST03828,Bitbucket,Healthcare,Australia & New Zealand,51-200,Enterprise,Technical issue,Display issue,Pending Customer Response,Critical,Social media,,0,49,106,533,10.8,6.8,0.39999999999999697,0.15,0.5512950514396472,Medium,4,0.685906536007753,Monitor and send targeted guidance
3993,CUST04549,Loom,Manufacturing,Australia & New Zealand,51-200,Enterprise,Technical issue,Network problem,Closed,Critical,Phone,1.0,0,48,89,606,14.4,6.8,-1.1000000000000005,-0.3,0.5512761652896819,Medium,4,0.6858933157027773,Monitor and send targeted guidance
3028,CUST06241,Trello,Retail,Europe,11-50,Enterprise,Billing inquiry,Email delivery problem,Pending Customer Response,Low,Email,,0,54,103,607,9.6,6.2,1.4999999999999987,0.4,0.5511160461878885,Medium,4,0.6857812323315219,Monitor and send targeted guidance
2377,CUST08312,Bitbucket,Manufacturing,Australia & New Zealand,1-10,Enterprise,Technical issue,Account access,Open,High,Chat,,0,151,289,1320,13.6,5.8,-0.5999999999999985,0.0,0.5501988118428153,Medium,4,0.6851391682899707,Monitor and send targeted guidance
278,CUST07293,Bitbucket,Education,Asia-Pacific,1000+,Enterprise,Billing inquiry,Refund request,Closed,Medium,Chat,4.0,0,33,65,422,9.8,5.4,0.4999999999999988,0.6,0.5498512852511607,Medium,4,0.6848958996758124,Monitor and send targeted guidance
7545,CUST04171,Trello,Healthcare,Asia-Pacific,201-500,Enterprise,Refund request,Display issue,Pending Customer Response,Low,Email,,1,37,69,440,10.4,6.2,-2.5000000000000018,-0.5333333333333333,0.5495294684457076,Medium,4,0.6846706279119953,Monitor and send targeted guidance
2833,CUST00755,Trello,Technology,Asia-Pacific,11-50,Enterprise,Technical issue,Software bug,Closed,Low,Phone,1.0,0,124,255,1215,12.2,6.0,-2.9000000000000044,-0.17857142857142858,0.5493290080763461,Medium,4,0.6845303056534422,Monitor and send targeted guidance
3157,CUST00050,Bitbucket,Education,Europe,201-500,Enterprise,Product inquiry,Product compatibility,Closed,High,Email,2.0,0,75,158,1173,12.6,6.6,0.8999999999999971,0.13793103448275862,0.5492992242674374,Medium,4,0.6845094569872061,Monitor and send targeted guidance
2885,CUST02949,Trello,Healthcare,North America,1000+,Enterprise,Cancellation request,Refund request,Open,High,Phone,,1,46,88,474,10.2,6.6,1.5999999999999976,0.25,0.5492926152810417,Medium,4,0.6845048306967292,Monitor and send targeted guidance
3349,CUST07046,Bitbucket,Professional Services,Australia & New Zealand,11-50,Enterprise,Product inquiry,Product recommendation,Closed,Medium,Social media,3.0,0,67,139,781,14.2,6.0,-1.1000000000000023,-0.13333333333333333,0.5490645047839986,Medium,4,0.684345153348799,Monitor and send targeted guidance
4491,CUST06421,Bitbucket,Technology,Australia & New Zealand,11-50,Enterprise,Technical issue,Network problem,Closed,Critical,Phone,2.0,0,42,77,380,13.6,7.2,-0.7000000000000026,-0.21428571428571427,0.5487243679560504,Medium,4,0.6841070575692352,Monitor and send targeted guidance
2180,CUST04127,Bitbucket,Healthcare,Europe,1000+,Enterprise,Product inquiry,Account access,Closed,High,Email,4.0,0,86,175,982,14.4,6.6,-0.10000000000000488,0.02857142857142857,0.5482379946786837,Medium,4,0.6837665962750785,Monitor and send targeted guidance
4008,CUST05172,Bitbucket,Government & Public Sector,Australia & New Zealand,1000+,Enterprise,Billing inquiry,Refund request,Pending Customer Response,Medium,Phone,,0,52,107,578,12.6,6.2,-0.40000000000000274,-0.08695652173913043,0.5479910419768339,Medium,4,0.6835937293837837,Monitor and send targeted guidance
4633,CUST03158,Trello,Education,Europe,51-200,Enterprise,Product inquiry,Integration,Closed,Medium,Phone,4.0,0,44,82,359,9.0,6.0,0.2999999999999987,0.2857142857142857,0.5478334596494153,Medium,4,0.6834834217545906,Monitor and send targeted guidance
102,CUST00279,Trello,Professional Services,Australia & New Zealand,51-200,Enterprise,Billing inquiry,Software bug,Pending Customer Response,Critical,Phone,,0,107,231,1040,11.4,6.6,-0.4000000000000047,-0.046511627906976744,0.5475451281322652,Medium,4,0.6832815896925857,Monitor and send targeted guidance
3266,CUST05316,Trello,Manufacturing,Europe,1000+,Enterprise,Cancellation request,Refund request,Open,High,Phone,,1,37,69,411,10.2,6.4,-0.8,-0.2,0.547216807694488,Medium,4,0.6830517653861415,Monitor and send targeted guidance
6226,CUST06560,Trello,Professional Services,Europe,1000+,Enterprise,Refund request,Product recommendation,Pending Customer Response,Medium,Social media,,1,37,71,435,9.8,5.8,-0.5000000000000022,-0.23529411764705882,0.5471812450982222,Medium,4,0.6830268715687555,Monitor and send targeted guidance
3843,CUST06880,Loom,Healthcare,Europe,51-200,Enterprise,Billing inquiry,Data loss,Open,High,Email,,0,71,142,927,10.6,6.6,-0.7000000000000027,-0.24242424242424243,0.5471039574667693,Medium,4,0.6829727702267385,Monitor and send targeted guidance
1939,CUST04690,Bitbucket,Healthcare,Australia & New Zealand,1-10,Enterprise,Billing inquiry,Product compatibility,Closed,Critical,Phone,5.0,0,68,124,691,11.0,5.8,0.39999999999999747,0.07692307692307693,0.5466787700479238,Medium,4,0.6826751390335466,Monitor and send targeted guidance
762,CUST00976,Bitbucket,Professional Services,Australia & New Zealand,11-50,Enterprise,Refund request,Device compatibility issue,Pending Customer Response,High,Social media,,1,82,165,768,13.0,5.0,-0.7999999999999998,-0.13157894736842105,0.5461226906757846,Medium,4,0.6822858834730492,Monitor and send targeted guidance
7991,CUST03399,Loom,Professional Services,Asia-Pacific,51-200,Enterprise,Product inquiry,Product recommendation,Pending Customer Response,High,Phone,,0,76,155,713,13.6,6.8,-0.4000000000000031,-0.08571428571428572,0.545888767443957,Medium,4,0.6821221372107699,Monitor and send targeted guidance
2750,CUST00718,Bitbucket,Healthcare,Australia & New Zealand,1000+,Enterprise,Technical issue,Product recommendation,Pending Customer Response,Low,Chat,,0,42,80,464,13.8,5.8,-1.8000000000000023,-0.47619047619047616,0.5452580322438485,Medium,4,0.681680622570694,Monitor and send targeted guidance
3751,CUST02563,Trello,Healthcare,North America,51-200,Enterprise,Billing inquiry,Network problem,Closed,Critical,Social media,1.0,0,54,115,702,10.4,6.8,-2.000000000000004,-0.20833333333333334,0.5443323309891072,Medium,4,0.6810326316923749,Monitor and send targeted guidance
2630,CUST07373,Trello,Education,Australia & New Zealand,201-500,Enterprise,Billing inquiry,Cancellation request,Closed,Critical,Chat,5.0,0,57,107,530,11.6,6.0,-0.10000000000000038,0.0,0.5440719433417328,Medium,4,0.6808503603392129,Monitor and send targeted guidance
2183,CUST02310,Bitbucket,Professional Services,Australia & New Zealand,51-200,Enterprise,Cancellation request,Loading issue,Pending Customer Response,High,Social media,,1,28,57,354,10.8,6.6,-0.5000000000000002,-0.18181818181818182,0.5431011031722787,Medium,4,0.680170772220595,Monitor and send targeted guidance
3408,CUST08293,Bitbucket,Retail,Australia & New Zealand,1000+,Enterprise,Refund request,Product setup,Closed,Medium,Email,2.0,1,92,177,1010,13.0,6.8,-0.5000000000000036,-0.05714285714285714,0.542882958927442,Medium,4,0.6800180712492094,Monitor and send targeted guidance
1755,CUST07189,Loom,Government & Public Sector,North America,1000+,Enterprise,Billing inquiry,Product setup,Closed,High,Social media,5.0,0,43,78,517,10.2,6.0,-1.9000000000000008,-0.5,0.5428312897754534,Medium,4,0.6799819028428173,Monitor and send targeted guidance
5341,CUST07220,Trello,Healthcare,Other,1000+,Enterprise,Product inquiry,Refund request,Pending Customer Response,Low,Email,,0,52,103,626,10.8,6.8,0.3999999999999966,0.10526315789473684,0.5427423709140132,Medium,4,0.6799196596398092,Monitor and send targeted guidance
208,CUST06490,Trello,Other,Australia & New Zealand,1000+,Enterprise,Billing inquiry,Display issue,Pending Customer Response,Critical,Email,,0,44,87,513,14.0,5.6,-7.408750130401077e-16,-0.10526315789473684,0.5425747902617123,Medium,4,0.6798023531831986,Monitor and send targeted guidance
7215,CUST02741,Bitbucket,Professional Services,Australia & New Zealand,1000+,Enterprise,Product inquiry,Loading issue,Closed,Low,Chat,4.0,0,52,112,826,12.4,6.4,-0.20000000000000023,-0.041666666666666664,0.5421563712182697,Medium,4,0.6795094598527887,Monitor and send targeted guidance
8371,CUST04028,Loom,Other,Australia & New Zealand,51-200,Enterprise,Billing inquiry,Network problem,Closed,Critical,Phone,1.0,0,45,97,676,12.0,7.0,-2.7000000000000024,-0.4166666666666667,0.5419770277462714,Medium,4,0.67938391942239,Monitor and send targeted guidance
6919,CUST00236,Bitbucket,Professional Services,Australia & New Zealand,51-200,Enterprise,Refund request,Integration,Pending Customer Response,High,Chat,,1,76,147,844,10.8,6.0,0.09999999999999844,0.06666666666666667,0.541889764578944,Medium,4,0.6793228352052607,Monitor and send targeted guidance
5752,CUST04464,Trello,Professional Services,Asia-Pacific,11-50,Enterprise,Technical issue,Installation support,Open,Low,Phone,,0,52,106,687,11.0,5.8,0.299999999999999,0.14285714285714285,0.541800615731057,Medium,4,0.6792604310117398,Monitor and send targeted guidance
4019,CUST07715,Trello,Technology,Europe,1000+,Enterprise,Billing inquiry,Display issue,Open,Critical,Social media,,0,77,151,808,10.4,6.8,-1.000000000000002,-0.06451612903225806,0.5417221608065754,Medium,4,0.6792055125646028,Monitor and send targeted guidance
4246,CUST06317,Loom,Education,Australia & New Zealand,201-500,Enterprise,Refund request,Product recommendation,Pending Customer Response,Medium,Chat,,1,61,109,607,10.6,6.0,0.4999999999999972,0.23529411764705882,0.5417090529342334,Medium,4,0.6791963370539633,Monitor and send targeted guidance
4086,CUST08052,Bitbucket,Retail,Australia & New Zealand,11-50,Enterprise,Cancellation request,Device compatibility issue,Pending Customer Response,Critical,Phone,,1,80,149,758,10.6,6.2,-0.5000000000000031,-0.03225806451612903,0.541305663764714,Medium,4,0.6789139646352997,Monitor and send targeted guidance
5827,CUST07213,Trello,Government & Public Sector,North America,11-50,Enterprise,Refund request,Product recommendation,Pending Customer Response,Medium,Chat,,1,95,179,939,10.8,5.8,-0.6000000000000015,-0.13513513513513514,0.5412713216171305,Medium,4,0.6788899251319913,Monitor and send targeted guidance
